Brand,Description,EndingInventoryUnits,UnsoldCapital
6349,Glen Ellen Chard RSV,3654,25541.46
6351,Kendall Jackson Vntr RSV Cab,3494,59363.06
6355,Taylor Cream Sherry,38,189.62
6356,Taylor Cream Sherry,727,5663.33
6357,Taylor Golden Sherry,98,1371.02
6358,Dom Ste Michelle Brut Cuvee,627,8144.7300000000005
6359,W Hill Est Chard Bench Blend,1,29.99
6360,Taylor Nys Cream Sherry,290,4057.1
6361,Totts Extra Dry,177,1414.23
6362,Totts Brut Calif,283,2261.17
6365,Fetzer Svgn Bl Cal,30,359.7
6366,Duboeuf Pouilly Fuisse,18,395.81999999999994
6368,Santa Rita 120 Merlot,584,3498.1600000000003
6375,Christian Bros Dry Sherry,185,1015.6500000000001
6378,Walnut Crest Merlot Rapel,296,3253.04
6383,Gallo Twin Vly Cab Svgn Cal,6,29.94
6385,Fetzer Sundial Chard,2167,25982.33
6389,Carlo Rossi Blush Calif,11,76.89
6390,Chamucos Blanco Tequila,267,9075.33
6394,Taylor Dry Sherry,45,629.55
6395,Taylor Dry Sherry,22,109.78
6396,Taylor Dry Sherry,696,5421.84
6398,BV Coastal Estate Cab Svgn,952,7606.4800000000005
6402,Avion Silver Tequila,583,26229.170000000002
6411,Avion Reposado Tequila,268,12325.32
6420,R M Woodbridge Chard Cal,2907,23226.93
6426,Schmitt Sohne Liebfraumilch,149,2084.51
6429,C Y Toro Frontera Svgn Bl,1616,17759.84
6431,Boones Sangria,1,2.99
6432,Shady Fruit Real Ruby Red Gr,40,39.6
6433,Avion Anejo Tequila,458,25185.420000000002
6434,Almaden Wh Znfdl Cal,16,143.84
6438,Beringer Classic Chenin Blan,794,5550.06
6446,Franzia Tap Wh Grenache Cal,83,1493.1699999999998
6448,Dubonnet Rouge,1006,10552.94
6450,Sebastiani Merlot Sonoma,0,0.0
6451,Columbia Crest G E Cab Svgn,1714,17122.86
6455,Folonari Pinot Grigio Venez,1513,22679.87
6456,Sutter Home Clsc Svgn Bl,69,413.31
6457,Fetzer Valley Oaks Cab Svgn,12,143.88
6459,Freixenet Cordon Negro Extr,1407,15462.93
6460,Columbia Crest Two Vns Chard,660,4613.400000000001
6465,Arrow Coffee Brandy,864,855.36
6472,Richards Wild Irish Rose Red,65,259.35
6477,Avion Tequila 3/50ml Sampler,395,3946.05
6478,C Y Toro Frontera Merlot,860,9451.4
6479,Clos du Bois Chard,8926,80244.74
6481,Korbel Natural,201,3012.9900000000002
6483,Fetzer Wh Znfdl Cal,139,1666.6100000000001
6486,Vendange Chard,44,219.56
6495,Exotico Blanco Tequila,1219,17053.81
6498,Franzia Chablis Old World C,838,15075.619999999999
6499,Kinky Liqueur,1165,19793.35
6506,Villa Zarri Nocino Liqueur,56,2491.44
6510,Simply Ginger Liqueur,403,13294.970000000001
6520,LeCompte Calvados 5 Yr Old,33,1847.67
6523,Franzia Burgundy Tap Red,581,10452.189999999999
6524,Rosemount Diamond Shiraz,1367,9555.33
6525,Du Peyrat Organic Cognac,157,6278.43
6526,Peter Lehmann Shiraz,302,5130.98
6527,Gallo Wh Znfdl Cal,22,120.78
6529,William Hill Est Cab Svgn Na,881,30826.190000000002
6530,Meridian Santa Barbara Chard,839,6703.610000000001
6535,Sandeman Tawny Port,940,11270.6
6542,Melini Borghi D'Elsa Chiant,2610,18243.9
6543,Folonari Pinot Grigio Venez,12,107.88
6545,LeCompte Calvados 18 Yr Old,5,649.95
6547,Walnut Crest Cab Svgn Rapel,153,1681.47
6552,Harveys Bristol Cream Sherry,701,16115.99
6553,Harveys Bristol Cream Sherry,1154,16144.460000000001
6559,LeCompte Calvados 25 Yr Old,4,759.96
6560,Rocky Peak Hard Cinnamon,1472,27953.28
6563,Black Opal Cashmore Chard,545,4354.55
6565,Clos du Bois Cab Svgn N Cst,4488,40347.12
6566,Geyser Peak Chard,552,5514.4800000000005
6567,Clos du Bois Merlot N Cst,1532,13772.68
6568,Gallo Twin Valley Wh Znfdl C,135,673.6500000000001
6569,William Hill Est Chard Napa,1081,21609.19
6570,Kendall Jackson Chard Vt RSV,13016,130029.84
6572,Ch Greysac,835,14186.65
6574,Franzia Tap Wh Znfdl Cal,973,17504.27
6575,Kendall Jackson RSV Svgn Bl,4758,47532.42
6579,J Lohr Riverstone Chard,5112,51068.88
6581,Ch Ste Michelle Merlot Colum,1856,24109.440000000002
6584,Schmitt Sohne Spatlese Psprt,617,7397.83
6585,Kijafa Cherry,425,3395.75
6586,Citra Montepulciano,865,9506.35
6588,Gallo Chard Cal,12,65.88
6590,Almaden B/B Wh Znfdl Cal,641,9608.59
6592,Almaden Chard Cal,74,665.26
6593,Souverain Chard N Cst,567,5664.33
6595,Bogle Merlot,4719,37704.810000000005
6596,Kenwood Svgn Bl Sonoma,1075,11814.25
6598,Cinnaster Shine,226,5873.74
6599,Estancia Cab Svgn Paso Roble,1987,25811.13
6600,Patron Roca Reposado Tequila,256,17917.44
6608,Patron Roca Anejo Tequila,222,19977.78
6624,Poli Sarpa Grappa,35,1399.65
6635,Gallo Twin Valley Hearty Bur,181,1808.19
6638,M & R Asti,433,10820.67
6646,Brown Jug Cream Bourbon,25,474.75
6647,Estancia Chard,2147,19301.53
6648,Marcus James Merlot,315,2516.85
6649,Wente Morning Fog Chard,1765,21162.35
6650,Simi Chard,3360,36254.399999999994
6651,Rocca Delle Macie Chianti C,982,11774.18
6654,Veuve Clicquot Brut Yellow,5513,220464.87000000002
6655,Carlo Rossi Paisano Calif,446,3117.54
6658,Ch de la Chaize Brouilly,329,2957.71
6659,Rosemount Diamond Chard,581,5223.19
6660,Carlo Rossi Paisano Calif,617,9248.83
6670,Pinnacle Pineapple Vodka,994,10924.06
6681,Cakebread Svgn Bl,628,15065.72
6682,R M Woodbridge Chard Cal,5807,52204.93
6686,Taylor Lake Country Red,13,64.87
6687,Hedges Red Columbia Vly,1075,13964.25
6688,Ch St Jean Chard California,4156,41518.44
6692,Jaboulet Cotes du Rhone Par,2704,35124.96
6694,Lindemans Bin 65 Chard,986,7878.14
6698,Clos du Bois Marlstone,102,4486.9800000000005
6717,Dream Catcher Irish Liqueur,130,2013.7
6721,Piccini Chianti,499,8478.009999999998
6724,Black Opal Cashmore Cab Svgn,456,3643.44
6725,Franzia Crisp White Tap,963,12509.37
6727,Antinori Toscana Rd,1863,33515.369999999995
6734,Gallo Twin Valley Cab Svgn C,450,4495.5
6735,Gallo Twin Valley Chard Cal,664,6633.360000000001
6738,Dream Catcher Irish Liqueur,0,0.0
6742,Rodney Strong Chalk Hill Cha,1991,33827.09
6743,Santa Cristina Campogrande O,215,2362.85
6748,Turning Leaf RSV Chard Cal,657,3935.4300000000003
6754,Livingston Chablis Cal,44,351.56
6755,Peter Vella Chablis B/B,283,4242.17
6762,Paul Masson Chablis,29,231.71
6764,El Jimador Silver Tequila,24,431.76
6768,Sutter Home Merlot Cal,16,95.84
6774,Sorel Artisan Liqueur,51,1274.4899999999998
6782,Peter Vella Delicious Blush,250,3747.5
6783,Hawk Crest Cab Svgn,299,3884.0099999999998
6784,Hawk Crest Chard,25,274.75
6798,Livingston Chablis Blush Ca,16,127.84
6814,Il Tramonto Amaretto,377,6028.2300000000005
6824,Kendall Jackson Pnt Nr Vtnr,4123,61803.770000000004
6828,Santa Rita RSV Cab Svgn,854,8531.460000000001
6829,Almaden Moscato Rhine,7,62.93
6842,Delicious White P Vella B/B,14,209.86
6846,Stock Limonce,364,5456.360000000001
6854,Carlo Rossi Burgundy Calif,564,8454.36
6855,Midnight Moon Apple Pie,666,13313.339999999998
6857,Sutter Home Wh Znfdl,2619,26163.81
6859,C Y Toro Frontera Chard,2285,25112.15
6861,Sutter Home Clsc Wh Znfdl,1016,6085.84
6862,Vecchia Romagna Nera Brandy,52,1455.48
6864,St Francis Chard,1191,11898.09
6867,Rodney Strong Pnt Nr,2070,37239.299999999996
6869,Benziger Chard,1725,18957.75
6872,Marquis de Chasse Red Gines,0,0.0
6873,Guigal Cotes du Rhone Red,885,13266.15
6876,Sutter Home Clsc Chard,1446,8661.54
6877,Original Wondermint Schnapps,66,1253.34
6879,Maurice's Mentholated Mint,4166,4124.34
6881,Midnight Moon Cranberry,15,149.85
6891,Gallo Twin Vly Chard Cal,39,194.61
6892,Vendange Cab Svgn,31,154.69
6896,Sterling Merlot,1159,20850.41
6904,Westland Trinity 3 Pack,530,39744.7
6918,Franzia Tap Cab Svgn,848,15255.519999999999
6919,Paul Masson Rose,27,215.73
6929,Marie Brizard Orange Curacao,40,579.6
6932,Santa Rita 120 Chard,369,2210.31
6933,Ch Ste Michelle Svgn Bl,2276,20461.24
6935,Fetzer Eagle Peak Merlot Cal,27,323.73
6937,Cavit Pinot Grigio,6537,65304.63
6938,Vendange Chard,1845,14741.550000000001
6940,Bolla Merlot,12,119.88
6941,Bolla Pinot Grigio,19,189.81
6946,Rosemount Diamond Cab Svgn,1019,9160.81
6950,Solerno Blood Orange Liqueur,412,14415.880000000001
6952,Marie Brizard Cassis d Dijon,239,4777.61
6958,Vendange Svgn Bl,1013,8093.87
6960,Cooks Brut,3545,24779.550000000003
6967,Santa Margherita Pnt Grigio,5319,106326.81
6968,Peter Vella Burgundy B/B,10,149.9
6974,Benziger Cab Svgn Sonoma,1721,27518.79
6975,Jacobs Crk Chard,820,4911.8
6976,Ruffino Chianti Clsc RSV Tan,1185,22503.149999999998
6977,Dom de Canton Ginger Liqueur,0,0.0
6980,Midnight Moon Blueberry,755,15092.449999999999
6981,J Lohr Cypress Merlot,12,107.88
6983,J Lohr Seven Oaks Cab Svgn,1911,28645.89
6984,Kendall Jackson Vntrs RSV Me,1983,31708.17
6986,Marquis de Chasse Ginestet,0,0.0
6987,Rosemount Shiraz/Cab Svgn,413,4125.87
6995,Carlo Rossi Spanada Sangria,472,3299.28
7017,The Pogues Irish Whiskey,247,7901.53
7070,Skinnygirl Margarita Wtrmn/L,697,7660.03
7077,Smirnoff Strawberry Vodka,6305,6241.95
7111,Jameson's Cooper Croze Irish,166,9958.34
7127,Mezcal De Amor Amaras,165,7588.35
7130,Smirnoff Green Apple Vodka,779,12456.210000000001
7143,Smirnoff Watermelon Vodka,736,13976.64
7159,Ruffino Chianti,1418,9911.82
7162,Blue Nun Authentic White,20,159.8
7193,Woodstock Killer Bee,2,22.98
7198,New Amsterdam Pineapple Vdka,2784,30596.16
7202,Cocktail Time Key Lime Rtd,9,98.91
7205,Woodstock Hot Licks,69,792.81
7215,Lancers Rose,31,185.69
7219,Herradura Reposado NHSLC,54,2483.46
7221,M & R Sweet Vermouth,1126,11811.74
7224,Jagermeister Spice,115,1033.85
7230,New Amsterdam Orange Vodka,15,194.85
7254,Cribari Marsala,1231,9835.69
7261,Gallo X Dry Vermouth,848,4655.52
7262,Gallo Sweet Vermouth,936,5138.64
7265,Taylor Fladgate LBV Port,509,8138.91
7266,Fonseca Bin No 27,583,8156.17
7269,Gallo Fairbanks Wh Port,260,2077.4
7272,Deep Eddy Cranberry Vodka,120,2158.7999999999997
7278,Mapple Jack Liquer,160,4798.4
7279,Yago Sant'Gria Red,850,6791.5
7282,Colombo Marsala Sweet,537,5364.63
7284,Colombo Marsala Dry,229,2287.71
7293,Chi Chi's Skinny Margarita,914,8216.86
7302,Marques de Caceres Rioja Re,2064,22683.36
7320,Malibu Rum Punch RTD,601,10811.99
7327,La Caravedo Puro Quebranta,216,5829.84
7328,New Amsterdam Citron Vodka,18,233.82
7340,Viniq Shimmery Liqueur,806,15305.939999999999
7341,Smirnoff Watermelon,8411,8326.89
7345,M & R Asti,2812,30903.88
7353,1800 Ultimate Peach Margrita,637,12733.63
7358,Viniq Ruby Shimmery Liqueur,722,13710.779999999999
7361,Bolla Soave,107,1710.93
7363,BeatBox Fruit Punch,303,6056.969999999999
7371,Placido Sangiovese Primever,189,2455.11
7374,New Amsterdam Mango Vodka,2549,28013.510000000002
7375,Riunite Lambrusco,5,29.950000000000003
7383,BeatBox Blue Razzberry Rtd,150,2998.5
7393,99 Blackberries,373,4472.27
7404,New Amsterdam Mango Vodka,943,933.57
7412,Manischewitz Blackberry Kshr,10,49.900000000000006
7413,Manischewitz Blackberry Kshr,371,2964.29
7423,Manischewitz Concord Kosher,610,4873.9
7424,Capt Morgan White,4,61.96
7430,New Amsterdam Vodka,15,179.85
7433,New Amsterdam Orange,26,311.74
7436,Belle de Brillet Pear Liquer,15,749.85
7439,New Amsterdam Red Berry Vdka,24,287.76
7454,New Amsterdam Coconut Vodka,6,71.94
7458,New Amsterdam Citron Vodka,27,323.73
7473,Kagemusha Sw Potato Soju,186,5392.139999999999
7485,M D 20/20,170,678.3000000000001
7489,99 Blackberries,3177,3145.23
7535,Gekkeikan Sake,1039,6223.610000000001
7537,Avion Silver Tequila,92,7175.08
7633,Delirio Joven Mezcal,5,249.95000000000002
7680,Viniq Shimmery Glow,233,4191.67
7700,Early Times,8,95.92
7715,Andre Extra Dry,2257,12390.93
7716,Andre Brut,1677,9206.73
7718,Andre Pink,1105,6066.45
7725,Great Western Brut,1250,12487.5
7728,Great Western X Dry,1324,13226.76
7740,J Roget Brut,782,4684.18
7750,Cynar Liqueur,17,475.83
7770,J Roget Spumante,14,153.86
7780,Herradura Reposado Lot 598,0,0.0
7788,Piehole Apple Pie,224,3357.76
7792,Herradura Reposado Lot 599,24,1103.76
7818,Andre Cold Duck,529,2904.21
7830,Blossom Hill Wh Znfdl,15,164.85
7832,Sutter Home Svgn Bl,20,119.80000000000001
7838,Piehole Pecan Pie,16,239.84
7849,Tooters Apple-tini 15 Pk,461,4144.39
7855,Tooters Tri Berry Punch 15Pk,0,0.0
7860,Sutter Home Wh Znfdl,1107,6630.93
7865,Moet & Chandon Imperial,3703,129567.97
7867,Tooters Red-diculous 15 Pk,546,4908.54
7868,Mumm Cordon Rouge Brut,742,25962.58
7872,Piper Heidsieck Brut,1892,85121.08
7874,Sutter Home Cab Svgn,11,65.89
7878,Allens Coffee Brandy,2423,38743.770000000004
7891,DeLeon Platinum Tequila,357,12491.43
7909,DeLeon Reposado Tequila,238,9517.62
7917,Tooters Ala-Bama Slama 15 Pk,560,5034.4
7931,Tooters Blu-D Kamikazi 15 Pk,481,4324.19
7936,Bayou Spiced Rum,6121,6059.79
7948,Bayou Silver Rum,6259,6196.41
7951,Auchentoshan Three Wood,270,18897.3
7956,Bayou Satsuma Rum Liqueur,6347,6283.53
7969,Sandeman Founders RSV Port,900,12591.0
7974,Luxardo Sambuca Dei Cesari,4,99.96
7977,M & R X Dry Vermouth,1055,11066.95
7978,M & R X Dry Vermouth,1197,8965.53
7982,M & R Sweet Vermouth,1201,8995.49
7985,Noilly Prat Extra Dry Vermou,763,7622.37
7986,Sapling Vermont Maple Liquer,598,16738.02
7990,Noilly Prat Sweet Vermouth,627,6263.7300000000005
7991,Stock Italian X Dry Vermouth,1009,9070.91
7992,Patron Anejo Tequila,1859,12994.41
7993,Stock Italian X Dry Vermouth,1149,7457.01
7994,Stock Italian Sweet Vermouth,1080,10789.2
7995,Patron Reposado Tequila,2104,13654.960000000001
7996,Stock Italian Sweet Vermouth,1178,6467.22
8000,The Glenlivet 12 Yr Single,2081,145649.18999999997
8008,Bols Peppermint Schnapps,37,369.63
8010,Wild Turkey Forgiven,24,1319.76
8011,Pepe Lopez White,100,999.0
8012,Pepe Lopez Premium Gold,14,139.86
8015,Bayou Satsuma Rum Liqueur,698,11161.02
8016,La Vieille Ferme Wh Rhone,1858,12987.42
8017,Pepe Lopez Premium Tequila,12,131.88
8018,La Vieille Ferme Red Ventoux,1843,12882.57
8021,Glenfiddich Special Rsv 12,3017,129700.83
8023,DeKuyper Triple Sec,1926,8647.74
8027,Absolut Mandrin,4420,8795.8
8032,Ballatore Gran Spumante,2041,17328.09
8033,Jack Daniels No 7 Black,8185,24473.15
8036,Livingston Chablis Cal,340,4076.6
8040,Bols Blue Curacao,1228,9811.72
8043,Bols Triple Sec,14,69.86000000000001
8048,Coole Swan Irish Cream,678,16943.219999999998
8050,Absolut Mandrin,690,12413.099999999999
8053,Seagrams 7 Crown,7686,7609.14
8057,Corazon de Agave Blanco,309,6176.91
8059,Corazon de Agave Anejo,345,9656.55
8063,Absolut Pears,177,352.22999999999996
8064,Canadian Club,8523,8437.77
8066,DeKuyper Triple Sec,2109,21068.91
8068,Absolut 80 Proof,15608,366631.92
8072,Taittinger Brut La Francais,1672,61847.280000000006
8075,Sheffield Tawny Port,232,2317.68
8076,Jadot Moulin-a-Vent Jacques,8,159.92
8077,Sheffield Very Dry Sherry,339,3386.61
8078,Glenfiddich Special Rsv 12Yr,974,19470.26
8079,Gallo Fairbanks Red Port,23,114.77000000000001
8081,Sheffield Cream Sherry,16,95.84
8082,Baileys Irish Cream,8352,242124.47999999998
8085,Wild Turkey,2112,63338.88
8090,Russian Standard Gold Vodka,23,689.77
8092,Johnnie Walker Red Label,6272,14362.880000000001
8096,Beefeater Gin,4906,9762.94
8097,Patron Citronge Orange,727,8716.73
8101,Tanqueray,5411,10767.89
8102,Absolut Mandrin,2097,52404.03
8103,Sauza Gold Tequila,6464,6399.36
8107,Wild Turkey 101,2114,73968.86
8108,Amaras Cupreata Mezcal,212,11657.880000000001
8110,Tribuno Dry Vermouth,678,6095.22
8111,Smirnoff 80 Proof,16242,16079.58
8112,Stolichnaya,8663,207825.37
8113,R Mondavi Chard Napa,898,16155.019999999999
8114,Arrow Creme de Strawberry,81,647.19
8118,Mr Boston Blackberry Brandy,1062,6361.38
8120,Tribuno Sweet Vermouth,818,7353.82
8122,Ty Ku Liqueur,9,296.91
8123,Mouton Cadet Red Brdx,1333,17315.670000000002
8124,Mouton Cadet White Brdx,1227,15938.730000000001
8128,Espolon Anejo Tequila,434,15185.66
8130,Bacardi Superior Rum,7414,9564.06
8131,Lillet White French Aperitif,741,13330.589999999998
8135,Choco Lat Liqueur,878,9649.22
8136,Lazzaroni Amaretto,253,5057.469999999999
8143,Perrier Jouet Grand Brut,2701,97208.99
8144,Corralejo Reposado Tequila,475,14245.25
8149,Sebastiani Cab Svgn Sonoma,740,14792.599999999999
8151,St Elder Elderflower Liqueur,11,10.89
8152,Skinnygirl Mojito RTD,60,779.4
8154,Cazadores Reposado Tequila,704,15480.96
8155,Black Velvet Plastic,1648,8223.52
8159,Jose Cuervo Especial,7947,214489.53
8166,Mount Gay Eclipse,1497,29925.03
8170,Courvoisier VS Cognac,5252,15703.480000000001
8171,Leroux Blackberry Brandy,6916,6846.84
8172,DK Burst Blustery Peppermint,6794,6726.0599999999995
8173,Amarula Cream Liqueur,1278,25547.219999999998
8178,Bulleit Bourbon,3722,96734.78
8184,Kahlua,7652,15227.48
8187,Wild Turkey,1081,21609.19
8189,Camarena Silver Tequila,784,25080.16
8190,Gran Centenario Rosangel,669,10697.310000000001
8191,Savory & James Deluxe Cream,517,9559.33
8200,Chambord Liqueur de France,3273,9786.27
8202,Sambuca Romana,3716,66850.84
8203,Grand Marnier,7264,21719.36
8205,Frangelico Hazelnut Liqueur,4116,12306.84
8207,Richards Wild Irish White,21,83.79
8212,Krupnik Spiced Honey Liqueur,286,6575.139999999999
8214,E & J Brandy VS,1167,11658.33
8218,Camarena Reposado Tequila,789,25240.109999999997
8221,Grand Mayan Silver Agave,124,9918.759999999998
8223,Dom Chandon Blanc de Noir C,3678,51455.22
8228,Wild Turkey Diamond Annivsry,60,8099.400000000001
8231,Folonari Valpolicella,580,8694.2
8232,Riunite Lambrusco,761,6841.39
8233,Beaulieu Cab Svgn Rutherford,838,23455.62
8235,Riunite Bianco,6,59.94
8236,Jim Beam,8807,13122.43
8237,Grand Mayan Ultra Aged Teq,95,9499.05
8238,Suerte Blanco Tequila,402,12457.98
8242,Folonari Soave Dry White,476,7135.24
8246,BV Coastal Estate Pnt Nr,909,7262.91
8252,Gazdina Rakija Plum Brandy,326,6190.74
8254,Mateus Rose,25,362.25
8258,Campari,863,25881.37
8259,Hornitos Platas Silver,5576,13884.240000000002
8261,Revolucion Silver Tequila,13,519.87
8262,Metcalfe's Vermont Maple,548,12050.519999999999
8264,Ch Ste Michelle Rsl,2766,24866.34
8265,Cockburns Fine Ruby Port,931,9300.69
8267,Gazdina Rakija Pear Brandy,318,6992.82
8268,Paul Masson Chablis Carafe,60,329.4
8272,Paul Masson Rose Carafe,94,516.0600000000001
8273,El Mayor Reposado Tequila,402,8839.98
8274,Paul Masson Ruby Burgundy Ca,8,43.92
8275,El Mayor Anejo Tequila,515,16989.850000000002
8279,Nardini Tagliatella Liqueur,86,2149.14
8280,Piper Sonoma Brut,1125,15738.75
8282,Berentzen Bushel & Barrel,144,142.56
8283,Korbel X Dry,96,2687.04
8284,Suerte Reposado Tequila,322,12876.78
8288,Korbel Brut,2675,32073.25
8289,E.H.Taylor Jr Single Barrel,85,5099.15
8295,E.H. Taylor Jr Small Batch,89,3559.11
8296,Knob Creek Smoked Maple,1376,41266.24
8298,Skinnygirl Grapefruit Marg,596,6550.04
8308,Nardini Acqua di Cedro,72,1799.28
8312,Bols Curacao Orange,1313,10490.87
8323,Jose Cuervo Gold w/Marg Mix,1119,17892.81
8327,Jose Cuervo Silver w/Marg Mx,19,303.81
8329,R Mondavi Chard Pvt Sel,3456,31069.44
8338,The Glenlivet 12 Yr Single,934,20538.66
8339,The Glenlivet 12 Yr Single,3003,129098.97
8342,Korbel X Dry,3212,38511.880000000005
8345,R M Woodbridge Cab Svgn Cal,2370,18936.3
8346,Marques de Riscal Rioja Red,1000,14990.0
8351,Arrow Kirsch,483,5308.17
8359,R M Woodbridge Svgn Bl Cal,1327,10602.73
8361,Carlo Rossi Chablis Calif,503,7539.97
8366,Bolla Bardolino,209,2087.91
8367,Carlo Rossi Rhine Calif,257,3852.43
8368,Bacardi Superior Rum,1269,2525.31
8369,Pernod Anise Liqueur,567,19272.33
8370,Chi Chi's Margarita,989,8891.11
8379,Wild Turkey 101,708,8488.92
8385,Glenfiddich 1978 Rare Collct,3,10499.97
8386,Dry Sack Sherry,818,11034.82
8387,Wild Turkey 101,1562,37472.38
8391,Cabrito Blanco,2,35.98
8393,Casamigos Reposado,509,29007.91
8395,Casamigos Anejo,551,34156.49
8398,Casamigos Blanco,508,27426.92
8401,Bols Blue Curacao,150,1648.5
8402,Spud Pumpkin Spice Vodka,34,849.6599999999999
8408,Wild Turkey American Honey,1099,39553.01
8409,Christian Bros Cream Sherry,136,1127.4399999999998
8412,Tequila Ocho Plata Fresno,148,7398.52
8413,St Elder Elderflower Liqueur,1082,19465.179999999997
8420,Frangelico Hazelnut Liqueur,457,18275.43
8421,Beringer Classic Wh Znfdl,2836,19823.64
8422,Paul Masson Carafe Wh Znfdl,12,65.88
8423,Paul Masson Wh Znfdl,175,1398.25
8424,1800 Coconut Tequila,885,20346.149999999998
8425,Studebaker Manhattan RTD,181,3075.1899999999996
8428,Trader Vics Macadamia Nut,254,4315.459999999999
8434,1800 Select Silver Tequila,0,0.0
8437,Maestro Dobel Diamond Tequla,501,17529.99
8438,Capt Morgan White Grapefruit,22,21.78
8439,Finlandia Tangerine Fusion,0,0.0
8440,Baileys Espresso Creme,1794,35862.06
8441,Baileys Irish Cream,1724,22394.760000000002
8442,1800 Silver Tequila,842,12200.58
8443,Forbidden Secret Wh Choc Cr,120,1978.7999999999997
8444,Tres Agaves Blanco Tequila,305,7316.95
8446,Richards Wild Irish Rose Red,263,1575.3700000000001
8447,Studebaker Old Fashioned RTD,189,3211.1099999999997
8448,Cruzan Aged Dark Rum,987,9860.13
8450,E & J Brandy VS,972,19430.28
8451,Cruzan Aged Dark Rum,1062,18043.379999999997
8452,Cruzan Aged Light Rum,1125,19113.75
8453,1800 Silver Tequila,2239,6246.81
8454,Tres Agaves Anejo Tequila,272,8973.28
8455,R Mondavi Fume Bl Napa Vly,1840,27581.600000000002
8458,Agave Underground Tequila,271,9482.29
8459,Pardiac VS French Brandy,21,272.79
8462,Frangelico Hazelnut Liqueur,1692,37207.079999999994
8464,Ch de Montfort Vouvray,706,10582.94
8467,Capt Morgan White Coconut,44,43.56
8469,1800 Reposado Gold Tequila,1412,32461.879999999997
8470,1800 Reposado Gold Tequila,2850,7951.5
8472,1800 Silver Tequila,1068,23485.32
8473,1800 Silver Tequila,786,33004.14
8474,1800 Reposado Gold Tequila,824,34599.76
8475,J Roget Extra Dry,1858,3325.82
8476,1800 Reposado Gold Tequila,789,11432.61
